Agency,CN ID,SON ID,Supplier Name,Supplier ABN,Description,Category,Agency Ref. ID,Publish Date,Start Date,End Date,Value (AUD)
Attorney-General's Department,CN3489733,SON867801,HiTech Personnel,41062067878,Temporary labour hire - Technical writer,Temporary personnel services,0042002414,9-Mar-18,1-Mar-18,30-Jun-18,"110,880.00"
Attorney-General's Department,CN3489734,SON3295723,HP PPS Australia Pty Ltd,16603480628,Hardware - laptops,Hardware,0042002410,9-Mar-18,1-Mar-18,28-Feb-21,"22,572.00"
Attorney-General's Department,CN3489735,,Independent Corporate Property,97156286083,Real estate services,Building construction and support and maintenance and repair services,0041004449,9-Mar-18,31-Jan-18,30-Jun-18,"48,000.00"
Attorney-General's Department,CN3489736,,Medland Corporate Property Pty Ltd,12501690858,Project management,Building construction and support and maintenance and repair services,0041004448,9-Mar-18,31-Jan-18,30-Jun-18,"44,000.00"
Attorney-General's Department,CN3489737,,Interior Engineering -Victoria,93614143350,Interior engineering services,Building construction and support and maintenance and repair services,0041004447,9-Mar-18,31-Jan-18,30-Jun-18,"30,000.00"
Attorney-General's Department,CN3489738,,Forcefield Services Pty Ltd,99114330862,Secuirty Advice and services,Building construction and support and maintenance and repair services,0041004445,9-Mar-18,31-Jan-18,30-Jun-18,"20,000.00"
Attorney-General's Department,CN3489739,,Schiavello Construction (Vic),24112088472,Office fitout,Building construction and support and maintenance and repair services,0041004442,9-Mar-18,28-Feb-18,30-Jun-18,"1,253,882.00"
Attorney-General's Department,CN3489740,,Marc McKechnie,59364182273,Extradition proceedings,Legal services,0041004441,9-Mar-18,1-Mar-18,30-Jun-20,"15,000.00"
Attorney-General's Department,CN3489741,,Marc McKechnie,59364182273,Extradition proceedings,Legal services,0041004440,9-Mar-18,1-Mar-18,30-Jun-20,"15,000.00"
Attorney-General's Department,CN3489742,,A.J. Dever Pty Ltd,16618847608,Extradition proceedings,Legal services,0041004439,9-Mar-18,1-Mar-18,30-Jun-20,"15,000.00"
Attorney-General's Department,CN3489743,,Dr Elizabeth Merson,40706916208,Expert medical opinion,Medical practice,0041004437,9-Mar-18,22-Feb-18,22-Feb-20,"15,000.00"
Attorney-General's Department,CN3489744,,Martin Donnelly Pty Ltd,83090778091,Maintenance,Building construction and support and maintenance and repair services,0041004436,9-Mar-18,21-Feb-18,28-Feb-18,"15,840.00"
Attorney-General's Department,CN3490975,,Australian Vaccine Services Pty Ltd,16155058585,Flu vaccinations,Human resources services,0041004456,16-Mar-18,1-Mar-18,30-Jun-18,"22,000.00"
Attorney-General's Department,CN3490976,,Dept of Social Services,36342015855,Grant Administration Services,Project management,0041004455,16-Mar-18,9-Mar-18,31-Jul-20,"411,169.00"
Attorney-General's Department,CN3490977,,Trent Glover,32761637466,Extradition - Surrender Eligibility,Legal services,0041004453,16-Mar-18,9-Mar-18,30-Jun-20,"12,000.00"
Attorney-General's Department,CN3490978,,Maddocks,63478951337,Legal services,Legal services,0041004452,16-Mar-18,9-Mar-18,30-Jun-19,"2,000,000.00"
Attorney-General's Department,CN3490979,,Department of Justice,11005693553,Best practice guideline development - Elder Abuse,Corporate objectives or policy development,0041004451,16-Mar-18,9-Mar-18,28-Jun-19,"149,237.00"
Attorney-General's Department,CN3490980,,Office of the Public Advocate,32790228959,Develop a resource for enduring appointments,Corporate objectives or policy development,0041004450,16-Mar-18,14-Mar-18,28-Jun-19,"169,446.20"
Attorney-General's Department,CN3490981,,Actewagl Retail,46221314841,Water supply costs,Water and sewer utilities,0041004446,16-Mar-18,5-Mar-18,31-Mar-18,"19,570.63"
Attorney-General's Department,CN3490982,,Jones Lang LaSalle,56003262600,Valuation Services,Accounting services,0041004465,16-Mar-18,5-Mar-18,31-Jul-18,"24,200.00"
Attorney-General's Department,CN3492601,SON1700081,PWC Consulting (Australia) Pty Ltd,20607773295,Review of services,Court reporting services,0042002421,23-Mar-18,7-Mar-18,6-Apr-18,"298,975.00"
Attorney-General's Department,CN3492602,SON2917812,Hays Specialist Recruitment (Australia),47001407281,Program Officer,Public administration and finance services,0042002420,23-Mar-18,13-Mar-18,7-Sep-18,"88,000.00"
Attorney-General's Department,CN3492603,SON3295723,HP PPS Australia Pty Ltd,16603480628,Computer Equipment,Computer Equipment and Accessories,0042002419,23-Mar-18,16-Mar-18,16-Mar-21,"154,000.00"
Attorney-General's Department,CN3492604,SON867801,Hays Specialist Recruitment (Australia),47001407281,Software developer,Application implementation services,0042002417,23-Mar-18,26-Mar-18,30-Jun-18,"70,840.00"
Attorney-General's Department,CN3492605,,PF Lawyers P/L t/as,22612749221,Lease Melbourne office,Lease and rental of property or building,0041004461,23-Mar-18,1-Mar-18,30-Jun-19,"694,000.00"
Attorney-General's Department,CN3494164,,Australian Public Service,99470863260,Talent program,Human resources services,0041004471,29-Mar-18,26-Mar-18,28-Jul-18,"25,000.00"
Attorney-General's Department,CN3494165,,Mitchell & Partners Australia,44123609629,Advertising - 2019 Graduate Progam,Advertising,0041004468,29-Mar-18,15-Mar-18,30-Apr-18,"15,000.00"
Attorney-General's Department,CN3495501,SON3385995,University of New South Wales,57195873179,National Audit and Operational Framework,Research programs,0042002429,6-Apr-18,4-Apr-18,29-Nov-19,"55,000.00"
Attorney-General's Department,CN3495502,SON3419205,APCD Pty Limited,69101231332,Disposal of IT assets,Computer Equipment and Accessories,0042002342,6-Apr-18,15-Sep-17,30-Apr-18,"18,000.00"
Attorney-General's Department,CN3497389,SON661641,Datacom Systems (ACT) Pty Ltd,39135427075,IT Servers and Associated Services,Computer servers,0042002430,13-Apr-18,6-Apr-18,22-Dec-21,"386,434.40"
Attorney-General's Department,CN3497390,SON3295723,Dell Computer Limited,46003855561,Hardware - Laptops,Hardware,0042002428,13-Apr-18,18-Apr-18,31-Mar-21,"84,854.00"
Attorney-General's Department,CN3497391,SON3429619,Affinity Constructions,13161165966,Fitout work - Densification of work area,Building construction and support and maintenance and repair services,0042002427,13-Apr-18,6-Apr-18,30-Apr-18,"29,230.30"
Attorney-General's Department,CN3497392,,Aust Institute of Family Studies,64001053079,Sponsorship - conference,Sponsorship of event or celebrity,0041004480,13-Apr-18,12-Apr-18,30-Sep-18,"27,500.00"
Attorney-General's Department,CN3497393,,Trent Glover,32761637466,Extradition - Surrender Eligibility,Legal services,0041004477,13-Apr-18,6-Apr-18,30-Jun-20,"15,000.00"
Attorney-General's Department,CN3497394,,Torres Strait Regional Authority,57155285807,Court fees,Legal services,0041004476,13-Apr-18,23-Mar-18,26-Mar-18,"201,623.00"
Attorney-General's Department,CN3497395,,Australian Network on,92456457335,Sponsorship - National conference,Sponsorship of event or celebrity,0041004475,13-Apr-18,14-May-18,18-May-18,"24,200.00"
Attorney-General's Department,CN3497396,,Whon Pty Ltd,81138658429,Membership fee - Senior Executive,Human resources services,0041004474,13-Apr-18,3-May-18,2-May-19,"10,890.00"
Attorney-General's Department,CN3498791,SON867801,Data#3 Ltd,31010545267,Contractor - Microsoft Exchange Administrator,Temporary personnel services,0042002432,20-Apr-18,12-Apr-18,11-Oct-18,"137,280.00"
Attorney-General's Department,CN3498792,,Alloy Computer Products,41006507473,Network Equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,0041004481,20-Apr-18,12-Apr-18,19-Apr-19,"22,100.00"
Attorney-General's Department,CN3498793,,Priority Electrical Services,22008644120,Cabling - WiFi service,Data Voice or Multimedia Network Equipment or Platforms and Accessories,0041004478,20-Apr-18,11-Apr-18,30-Jun-18,"79,992.00"
Attorney-General's Department,CN3498909,SON1142512,SG Fleet,15003429356,Vehicle lease,Fleet management services,AGS 29288765,20-Apr-18,17-Apr-18,16-Apr-21,"28,150.00"
Attorney-General's Department,CN3500218,SON2917812,Hays Specialist Recruitment (Australia),47001407281,Recruitment - team leader,Personnel recruitment,0042002434,27-Apr-18,3-Apr-18,30-Jun-19,"200,000.00"
Attorney-General's Department,CN3500219,,Australian Public Service,99470863260,2019 Graduate Program - GradAccess,Human resources services,0041004487,27-Apr-18,16-Apr-18,30-Jun-19,"20,000.00"
Attorney-General's Department,CN3500220,,MSS Security PTY Limited,29100573966,RC Financial Institutes - Security Services,Security guard services,0041004483,27-Apr-18,16-Apr-18,28-Feb-19,"250,000.00"
Attorney-General's Department,CN3500221,,David Billington,20884851006,Extradition proceedings,Legal services,0041004482,27-Apr-18,16-Apr-18,30-Jun-20,"15,000.00"
Austrade,CN3477991,,Songhua XU,ABN Exempt,"Residential lease, Shanghai",Lease and rental of property or building,C18/0001,5-Jan-18,19-Dec-15,18-Dec-18,"260,795.02"
Austrade,CN3477992,,Stopline Pty Ltd,47098869937,HR Investigation,Human resources services,C17/1224,5-Jan-18,2-Jan-18,2-Mar-18,"44,000.00"
Austrade,CN3477993,SON1617961,Correct Communication Pty Ltd,85143561291,Software Maintenance,Software maintenance and support,C17/1194,5-Jan-18,20-Dec-17,19-Jan-19,"14,046.16"
Austrade,CN3479278,,2M Communications Pty Ltd,75120503764,Chinese Interpreters,Interpreters,C17/1160,12-Jan-18,20-Nov-17,23-Nov-17,"37,950.00"
Austrade,CN3479518,SON3453059,AOT Group Limited,23106495498,Accommodation Program Management Services,Travel facilitation,,15-Jan-18,16-Oct-17,30-Jun-20,"3,387,500.00"
Austrade,CN3480244,,The Australian Public Service Commission,99470863260,Organisation Capability Review,Management advisory services,C18/0020,19-Jan-18,22-Jun-17,6-Oct-17,"196,332.52"
Austrade,CN3480245,SON3469867,Content Group Pty Ltd,40056881844,Development of FTA case study content,Information technology consultation services,C18/0015,19-Jan-18,15-Jan-18,30-Jun-18,"17,690.20"
Austrade,CN3480246,,BALC,ABN Exempt,Digital Marketing Campaign in South Korea,Marketing and distribution,C17/1207,19-Jan-18,19-Jan-18,28-Feb-18,"11,980.00"
Austrade,CN3480247,SON867801,Greythorn Pty Ltd,57071352031,ICT Project Manager,Temporary personnel services,C17/1185,19-Jan-18,17-Jan-18,30-Jun-18,"174,081.60"
Austrade,CN3480248,,Total Exhibition Services,97165938054,Design & stands for the Northern Australia Investment Forum,Promotional merchandise,C17/1127,19-Jan-18,17-Nov-17,22-Nov-17,"60,000.00"
Austrade,CN3481305,,DLA Piper,83508451308,Legal Services,Legal services,C18/0029,25-Jan-18,16-Jan-18,16-Jul-18,"12,000.00"
Austrade,CN3481306,,DLA Piper,83508451308,Legal Services,Legal services,C18/0026,25-Jan-18,16-Jan-18,16-Jul-18,"14,000.00"
Austrade,CN3481307,,AFN Solutions Pty Ltd,45086273958,"Smart Tourism pilot to deliver economic and social impact in Hoi An City, Quang Nam Province, Vietnam",Market research,C17/1208,25-Jan-18,14-Dec-17,30-Jun-18,"44,990.00"
Austrade,CN3482088,,Data61,41687119230,Data Visualisation Project,Information technology consultation services,C17/0499/v1,2-Feb-18,22-Nov-17,22-Jun-18,"16,500.00"
Austrade,CN3482089,,betahaus Gmbh,ABN Exempt,One year contract extension,Lease and rental of property or building,C16/1084/v2,2-Feb-18,1-Nov-17,31-Oct-18,"103,287.46"
Austrade,CN3482090,,NSW Trade and Investment,72189919072,Contract Extension,Trade policy and services,C14/1035/v1,2-Feb-18,1-Jul-18,30-Jun-19,"452,860.86"
Austrade,CN3482091,,Canberra Business Council,14126100169,Contract extension,Trade policy and services,C14/1032/v2,2-Feb-18,1-Jul-18,30-Jun-19,"181,143.92"
Austrade,CN3482092,,Department of State Development of South Australia,83524915929,Contract extension,Trade policy and services,C14/1031/v1,2-Feb-18,1-Jul-18,30-Jun-19,"362,287.83"
Austrade,CN3482093,,G4S Secure Solutions LLC,ABN Exempt,Physical Security Service,Security guard services,C18/0051,2-Feb-18,1-Jan-18,31-Dec-18,"110,000.00"
Austrade,CN3482094,,ThincLab Singapore,ABN Exempt,Singapore Landing Pad,Lease and rental of property or building,C18/0046,2-Feb-18,1-Jan-18,30-Apr-18,"21,000.00"
Austrade,CN3482095,,Mondello,ABN Exempt,Office Furniture,Office furniture,C18/0032,2-Feb-18,19-Jan-18,30-Apr-18,"88,942.94"
Austrade,CN3482096,SON3413842,Ntegrity Pty Ltd,84164239409,Creative artwork and campaign concept,Marketing and distribution,C17/1202,2-Feb-18,22-Jan-18,30-Jun-18,"43,862.50"
Austrade,CN3484022,,The Galleria Investments LLC,ABN Exempt,Residence lease renewal,Residential rental,C18/0067,9-Feb-18,1-Feb-18,31-Jan-19,"142,000.00"
Austrade,CN3484023,,Duy Hoang Minh Company,ABN Exempt,Service apartment rental,Residential rental,C18/0065,9-Feb-18,1-Feb-18,31-Jan-21,"190,783.70"
Austrade,CN3484024,,architectural Metal Solutions,ABN Exempt,Supply and install of new workstations for the Austrade Riyadh Office,Workstations and office packages,C18/0055,9-Feb-18,25-Oct-17,30-Apr-18,"52,949.85"
Austrade,CN3484025,SON3403954,Ionize Pty Ltd,62132569941,Post Services Environment Security Risk Management Plan (SRMP),Information technology consultation services,C18/0014,9-Feb-18,5-Feb-18,2-Mar-18,"19,008.00"
Austrade,CN3485521,,The Trustee for 8 Journeys Unit Trust,62910868200,Approved Destination Status Scheme Review,Management advisory services,C18/0082,19-Feb-18,5-Feb-18,30-May-18,"28,190.00"
Austrade,CN3485522,,Belle Meade Investment 2006 LP,ABN Exempt,residential lease renewal,Residential rental,C18/0079,19-Feb-18,12-Feb-18,11-Aug-19,"62,735.12"
Austrade,CN3485523,,Al Thaneyan Insurance Brokers,ABN Exempt,Medical Insurance,Insurance and retirement services,C18/0061,19-Feb-18,1-Feb-18,31-Jan-19,"41,415.78"
Austrade,CN3485524,,LongJin Development (Chengdu) Co. Ltd.,ABN Exempt,Chengdu TC Lease,Lease and rental of property or building,C18/0060,19-Feb-18,1-Apr-18,31-Mar-19,"93,029.09"
Austrade,CN3485525,,"Yanlord Land Hotel Management (Chengdu) Co., Ltd",ABN Exempt,Residency lease extensions,Lease and rental of property or building,C18/0053,19-Feb-18,1-Aug-16,26-Jan-18,"45,600.51"
Austrade,CN3485526,,WIXIM Pty Ltd,47721430278,ADS Scheme Review,Management advisory services,C17/0982,19-Feb-18,5-Feb-18,31-May-18,"30,000.00"
Austrade,CN3485563,,NSW Trade and Investment,72189919072,Contract Extension,Trade policy and services,C14/1035/v1,19-Feb-18,1-Jul-18,30-Jun-19,"452,860.86"
Austrade,CN3489778,,"Shanghai C-trip Int'l Travel Agent Co.,Ltd",ABN Exempt,Team Training agreement,Hotels and lodging and meeting facilities,C18/0133,9-Mar-18,22-Mar-18,23-Mar-18,"13,368.00"
Austrade,CN3489779,,Future Smart Strategies,91158014585,Lithium Value Chain Report,Market research,C18/0122,9-Mar-18,5-Mar-18,29-Jun-18,"70,000.00"
Austrade,CN3489780,SON2917812,Clarius Group Limited,43002724334,Temporary Personnel: Network and Communications Team,Temporary personnel services,C18/0117,9-Mar-18,6-Mar-18,28-Sep-18,"147,000.00"
Austrade,CN3489781,,LOTTE SERVICED APARTMENT YANGON,ABN Exempt,Residential Lease Agreement Yangon,Residential rental,C18/0114,9-Mar-18,1-Mar-18,29-Feb-20,"204,054.94"
Austrade,CN3489782,SON3403954,Southern Cross Computing Pty Ltd,71008626131,Development and Implementation of a Procure to Pay System,Software or hardware engineering,C18/0110,9-Mar-18,2-Mar-18,31-Aug-18,"351,648.00"
Austrade,CN3489783,,Omera Partners Pty Ltd,88100585555,Executive Recruitment Services,Human resources services,C18/0105,9-Mar-18,28-Feb-18,30-Jun-18,"74,800.00"
Austrade,CN3489784,,U:DARLY COMPANY,ABN Exempt,Online Grape Promotion,Public relation services,C18/0101,9-Mar-18,1-Mar-18,30-Apr-18,"11,377.00"
Austrade,CN3489785,,Corporate Bodies International,20101660066,Provision of Flu vaccinations and Health assessments,Comprehensive health services,C18/0100,9-Mar-18,1-Mar-18,5-May-18,"30,040.00"
Austrade,CN3489786,,The Australian Public Service Commission,99470863260,2018 Employee Census,Human resources services,C18/0091,9-Mar-18,20-Feb-18,19-Feb-19,"20,000.00"
Austrade,CN3489787,SON3413842,Marketscape Pty Ltd,56147260884,Review and assessment of software and data sources,Information technology consultation services,C18/0078,9-Mar-18,1-Mar-18,26-Jun-18,"77,000.00"
Austrade,CN3489788,,Tirian Pty Ltd (Australia),31082308049,Creative problem solving and team development workshop,Education and Training Services,C18/0069,9-Mar-18,29-Jan-18,14-Mar-18,"12,000.00"
Austrade,CN3489789,SON2501421,Correct Communication Pty Ltd,85143561291,Temporary Personnel,Temporary personnel services,C18/0025,9-Mar-18,1-Feb-18,27-Apr-18,"63,800.00"
Austrade,CN3489790,SON2917812,Manpower Services (Australia) Pty Ltd,15071884994,Temporary Personnel,Temporary personnel services,C18/0023,9-Mar-18,1-Mar-18,30-Jun-18,"99,000.00"
Austrade,CN3489791,SON3403954,Cirrus Networks,72161277121,Splunk Enterprise Support,Software maintenance and support,C18/0011,9-Mar-18,26-Feb-18,26-Feb-21,"114,976.94"
Austrade,CN3489792,,TAFE NSW,89755348137,Development and delivery of the Business Essentials for Tour Guides training package,Education and Training Services,C17/1188,9-Mar-18,23-Feb-18,31-May-18,"24,200.00"
